sku|marca|modelo|year
s632i7|Chrysler|Frontier Crew Cab|1996
q192X2|Ford|Hardtop 2 Door|2016
h441a5|Suzuki|Ram 2500 Regular Cab|1993
H319c5|Panoz|370Z|2014
h497k6|Cadillac|Grand Marquis|2007
u433l9|Hyundai|Cabriolet|2007
g000U3|Subaru|Vision|1992
m071G4|Lincoln|Yukon XL|1998
T562G3|Ford|TL|2001
y892m7|Subaru|FX|2016
B089K9|Volkswagen|Sportage|2005
G726G9|Dodge|Tucson|2018
u129N2|Honda|Silverado 2500 HD Extended Cab|1998
P296N5|Chevrolet|Armada|1998
z664A3|Volkswagen|Commander|2018
U968D3|MAZDA|TLX|1999
H109c7|Lincoln|TT|2016
O555T7|Oldsmobile|Impala|2008
e949d8|Kia|ZX2|1992
V142p4|BMW|Yukon|2019
c119t3|Subaru|Sierra 1500 Crew Cab|2002
M641c8|Mitsubishi|Escort|2004
B023i1|Volkswagen|G3|2014
n995Y1|MAZDA|Golf|1995
Z379H1|Chevrolet|Equinox|2004
D387M2|BMW|Accent|2010
t532F1|Saturn|F350 Super Duty Regular Cab|2012
B806D3|Chevrolet|Cayenne|2019
J926Y0|Scion|Fusion Energi|2016
L083x8|Mitsubishi|Tacoma Double Cab|2010
g021o8|Ford|600 SEC|2016
e265A3|Honda|Stealth|1997
N323A7|Mercedes-Benz|Impreza|2017
t452S4|Cadillac|7 Series|2002
T653m3|Honda|Sportage|2005
W626n4|Lincoln|XLR|2009
Q205M5|Aston Martin|Intrigue|2015
i043P7|Volkswagen|CTS|2000
x028D3|GMC|tC|2009
W638l2|GMC|Corvette|2005
T789b2|Dodge|57|2005
d906m2|Dodge|allroad|2004
a963X7|Nissan|Cascada|2003
q688D1|Nissan|Ram Van B350|2007
F057i0|Chevrolet|Transit Connect Cargo|1994
u295Q7|Audi|Grand Vitara|2019
Q013V9|Volvo|X6 M|2016
n016h4|Ford|Ioniq Electric|1993
J535z7|Toyota|Wrangler|2004
e833F6|MAZDA|Grand Prix|2017
a707m3|Nissan|Land Cruiser|2006
k349f8|MAZDA|500 Abarth|2018
l796b6|GMC|Malibu|2003
M011g7|Ford|2500 Crew Cab|1999
r136d5|Ram|Mirage|2020
H989I7|Cadillac|Daytona|2018
b515r4|Volkswagen|Rio|2018
a006E5|Ram|Highlander|1997
X952V3|Chrysler|Grand Prix|1993
k289r9|Oldsmobile|Beretta|2007
r772l3|Mercury|Sebring|2018
r132C1|Mercedes-Benz|XK|2011
m750w2|Chevrolet|Silverado 2500 HD Crew Cab|2015
l300K4|Hyundai|M3|1993
L074g5|Toyota|Solara|1999
v645y6|Saturn|Celica|2020
t553Q8|Ford|STS|1995
r730w0|Chevrolet|Transit 350 HD Van|2007
t299y7|Chevrolet|TSX|2002
r302l8|Chrysler|Civic Type R|1999
b649U4|Chrysler|4Runner|2010
R519v5|MINI|Tribute|1993
U859V3|Lexus|SRX|2007
G834k0|Ford|Edge|1996
q583w9|Pontiac|V40|2000
y365u8|GMC|R-Class|2006
o566P4|GMC|S4|2005
v814D1|Kia|LS|2006
f287q8|Hyundai|Ranger Super Cab|2012
u321J4|Chevrolet|Acadia|2019
j058x0|Buick|B-Series Regular Cab|1999
y719Q3|Mercedes-Benz|Camry|2019
M340w0|Pontiac|Savana 1500 Cargo|2008
b894G5|Oldsmobile|E350 Super Duty Cargo|2009
p909D6|Mercedes-Benz|TrailBlazer|2000
b742n6|GMC|Grand Cherokee|2006
R361t1|Audi|Suburban 2500|2007
h152h6|Kia|Silverado 2500 HD Extended Cab|2017
m312I3|Kia|E350 Super Duty Passenger|1999
Q518Y3|Kia|S-Type|2008
r438Y3|Mitsubishi|Tribeca|1993
p139e7|Chevrolet|Bravada|2009
t950Q9|Ford|allroad|2017
P230S8|GMC|S10 Extended Cab|2018
N798Y5|Bentley|SRX|2006
x362W9|BMW|Mercedes-AMG SL|2003
e882n7|Chevrolet|CR-Z|2008
A757q9|Dodge|Corvette|1994
c207e4|Chevrolet|Odyssey|2006
E905B8|Toyota|Silverado 1500 Extended Cab|2017
Q971d3|Hyundai|500L|2000
H564M5|GMC|Z4|2007
h525U2|Mercedes-Benz|Talon|2020
z514g5|Isuzu|Clubman|2010
G592s6|GMC|Challenger|2016
d452h9|Ford|7 Series|2000
o371q5|Acura|Mirai|2006
J726H3|INFINITI|Land Cruiser|1999
S872i7|Aston Martin|Silverado 1500 Crew Cab|2013
R778N5|Mitsubishi|Savana 3500 Cargo|2002
e803T2|Mercedes-Benz|Navigator|2009
N567H6|Hyundai|Macan|2018
j609k5|Nissan|Canyon Crew Cab|2001
D429X2|Geo|Pathfinder|2008
N195o9|Bentley|Solstice|1998
i896L5|Toyota|Rainier|2009
g897z8|Pontiac|Avalanche|2018
K645Q7|Chevrolet|Yukon XL 1500|2000
i567F1|Eagle|Equinox|2003
V772l3|Chevrolet|Encore|1995
H152l9|Nissan|2500 Crew Cab|1993
o987J3|Mercury|E-Class|1994
N672H0|Porsche|F250 Super Duty Regular Cab|2010
Y448b1|Dodge|Prizm|1994
T746q0|GMC|Tacoma Xtracab|2013
