sku,marca,modelo,year
C677I3,Volvo,Land Cruiser,2016.0
H643U1,Lexus,Sunfire,2019.0
u769f4,Ram,Flying Spur,2015.0
I123l7,Chrysler,Mighty Max Regular Cab,2011.0
V072E8,Cadillac,Freestar Cargo,2016.0
m203M2,BMW,Tundra Regular Cab,1997.0
t055Y7,Ford,Highlander,1992.0
f595t5,Eagle,3500 Regular Cab,2011.0
O617u9,Buick,H1,2008.0
V956h1,BMW,Venza,2001.0
x028Z9,Buick,SRX,2015.0
g301Q8,Mercedes-Benz,Altima,2008.0
u466E4,Ford,Tahoe,2000.0
A034Y5,Volkswagen,King Cab,2016.0
c501u1,Toyota,Eurovan,2020.0
L920X4,Rolls-Royce,Captiva Sport,2005.0
Z493u8,BMW,Tacoma Regular Cab,2006.0
N833C2,Jaguar,Journey,2006.0
V621U4,Acura,Maxima,1997.0
O655B4,Chevrolet,cube,2003.0
j530u6,Mercedes-Benz,F150 Super Cab,2006.0
i123E8,Ferrari,Wraith,1993.0
T490C7,Chevrolet,Ram Van 1500,2020.0
f828M6,Porsche,S60,1993.0
J937u6,Acura,Touareg,1999.0
r830N0,Audi,Axiom,2008.0
P623Z3,Suzuki,EX,2019.0
W969l8,Dodge,Sierra 2500 HD Crew Cab,1999.0
L203a1,Mercedes-Benz,MAZDA3,2007.0
P391c1,Lincoln,Silverado 1500 Regular Cab,2014.0
v332A3,Dodge,Sonoma Regular Cab,2020.0
L861f5,Ford,CT,2002.0
u561d8,Kia,Silverado (Classic) 2500 HD Extended Cab,2013.0
T104c4,MAZDA,CL-Class,2017.0
s215k5,Chrysler,Sephia,1999.0
f763h3,Volkswagen,fortwo,2001.0
H627D9,Cadillac,Range Rover Sport,1993.0
T882g0,BMW,Silverado 3500 HD Extended Cab,2017.0
v072K3,Acura,MAZDA3,2016.0
q018Z8,Nissan,Sonata,2012.0
h245V6,Kia,4Runner,2006.0
S604t8,Mercedes-Benz,Baja,2009.0
T695t7,GMC,Corsica,2019.0
h007Q2,Nissan,XK,2001.0
h034O3,Nissan,Sebring,2020.0
s833B8,Chevrolet,Ion,2006.0
V477K9,Ford,Topaz,2005.0
T633n0,Acura,Prius Plug-in Hybrid,2013.0
c524J3,GMC,SLS-Class,2015.0
n668i5,MINI,Tacoma Xtracab,2014.0
v412d0,Ford,Ram 3500 Mega Cab,2013.0
h218U1,GMC,Soul,2017.0
N012t6,Audi,Discovery,2002.0
M071U3,Hyundai,Canyon Crew Cab,1992.0
Z988o0,Audi,S10 Regular Cab,2017.0
q209s7,Honda,Canyon Crew Cab,1999.0
M992z8,GMC,Silverado 3500 HD Double Cab,2013.0
J512j1,Porsche,Sprinter 2500 Crew,2000.0
c720t9,Honda,F450 Super Duty Crew Cab,1994.0
C314F4,Nissan,Jimmy,2017.0
B349D8,Chevrolet,Sprinter 3500XD Cargo,2012.0
I473A9,Ford,Thunderbird,2012.0
h166V3,Chevrolet,Aura,1992.0
G593R0,Alfa Romeo,1500 Crew Cab,2014.0
m106T5,Nissan,SL-Class,2020.0
c356U1,Pontiac,S-Class,1994.0
y764M4,Toyota,240SX,2007.0
O469i2,Toyota,F150 Regular Cab,2002.0
u012M0,Nissan,Silverado 1500 Double Cab,2006.0
Z587m6,Ford,GT,2016.0
y605Q8,Dodge,300ZX,2014.0
K799q6,Mercedes-Benz,V90,2019.0
s991k2,Chevrolet,Mirage G4,2001.0
q898i6,Chrysler,S-Class,1992.0
t914W6,Mercury,TSX,2020.0
n690H7,Jaguar,Dynasty,1999.0
R430G9,Chrysler,S3,2019.0
U416y5,Chevrolet,4Runner,2015.0
u596a3,Nissan,Dakota Quad Cab,2013.0
S019O8,Maserati,Sidekick,2016.0
O616o5,Mercedes-Benz,TT,2003.0
j555u5,Ford,Odyssey,2013.0
Z514U5,Buick,Renegade,2006.0
L442z6,Daewoo,S6,2012.0
r391C3,Mitsubishi,Century,2010.0
d242a4,Mercedes-Benz,Tundra Access Cab,1997.0
S355C1,Mercury,Fusion,2012.0
n042o7,Bentley,Neon,2013.0
F511D4,Alfa Romeo,Range Rover Evoque,2011.0
I465l9,Toyota,Convertible,2015.0
r112f6,Volvo,F150 Regular Cab,2006.0
k894T8,Honda,M5,2013.0
r763r5,INFINITI,Corolla,2008.0
g524s3,Mercedes-Benz,Concorde,2016.0
U665g7,Chevrolet,3000GT,2014.0
D183m2,Cadillac,Outlander,2002.0
i954Y0,GMC,Pilot,1993.0
Q057W4,GMC,Venture Passenger,2018.0
Q945a2,Geo,RDX,2011.0
C942C0,Mercury,Escalade EXT,1997.0
c167D1,Saab,Monaco,2017.0
L634E2,Ford,Mercedes-AMG GLE Coupe,2014.0
I715t6,BMW,Mustang,2019.0
K777t5,Chevrolet,1500 Crew Cab,2015.0
p111S1,MAZDA,NV200,1994.0
D671P9,BMW,F150 Regular Cab,2020.0
X082Y2,Ford,1500 Regular Cab,2018.0
S685v2,Nissan,Tucson,2000.0
k237g6,Volkswagen,Passat,2018.0
T527j1,Volvo,Xterra,2012.0
t501Z4,Acura,Q50,2009.0
z429E3,Ford,C-Class,2007.0
K804h6,Mercedes-Benz,M-Class,2016.0
y458s8,Toyota,Gallardo,2012.0
s417E3,Chevrolet,Sebring,2010.0
b030v1,Mercedes-Benz,M3,2004.0
g624Y0,Chevrolet,LeSabre,2009.0
V147i4,Dodge,Savana 2500 Cargo,2003.0
A645A4,Kia,Quattro,2018.0
Z984E9,Audi,Tacoma Regular Cab,2016.0
s632i7,Chrysler,Frontier Crew Cab,1996.0
q192X2,Ford,Hardtop 2 Door,2016.0
h441a5,Suzuki,Ram 2500 Regular Cab,1993.0
H319c5,Panoz,370Z,2014.0
h497k6,Cadillac,Grand Marquis,2007.0
u433l9,Hyundai,Cabriolet,2007.0
g000U3,Subaru,Vision,1992.0
m071G4,Lincoln,Yukon XL,1998.0
T562G3,Ford,TL,2001.0
y892m7,Subaru,FX,2016.0
B089K9,Volkswagen,Sportage,2005.0
G726G9,Dodge,Tucson,2018.0
u129N2,Honda,Silverado 2500 HD Extended Cab,1998.0
P296N5,Chevrolet,Armada,1998.0
z664A3,Volkswagen,Commander,2018.0
U968D3,MAZDA,TLX,1999.0
H109c7,Lincoln,TT,2016.0
O555T7,Oldsmobile,Impala,2008.0
e949d8,Kia,ZX2,1992.0
V142p4,BMW,Yukon,2019.0
c119t3,Subaru,Sierra 1500 Crew Cab,2002.0
M641c8,Mitsubishi,Escort,2004.0
B023i1,Volkswagen,G3,2014.0
n995Y1,MAZDA,Golf,1995.0
Z379H1,Chevrolet,Equinox,2004.0
D387M2,BMW,Accent,2010.0
t532F1,Saturn,F350 Super Duty Regular Cab,2012.0
B806D3,Chevrolet,Cayenne,2019.0
J926Y0,Scion,Fusion Energi,2016.0
L083x8,Mitsubishi,Tacoma Double Cab,2010.0
g021o8,Ford,600 SEC,2016.0
e265A3,Honda,Stealth,1997.0
N323A7,Mercedes-Benz,Impreza,2017.0
t452S4,Cadillac,7 Series,2002.0
T653m3,Honda,Sportage,2005.0
W626n4,Lincoln,XLR,2009.0
Q205M5,Aston Martin,Intrigue,2015.0
i043P7,Volkswagen,CTS,2000.0
x028D3,GMC,tC,2009.0
W638l2,GMC,Corvette,2005.0
T789b2,Dodge,57,2005.0
d906m2,Dodge,allroad,2004.0
a963X7,Nissan,Cascada,2003.0
q688D1,Nissan,Ram Van B350,2007.0
F057i0,Chevrolet,Transit Connect Cargo,1994.0
u295Q7,Audi,Grand Vitara,2019.0
Q013V9,Volvo,X6 M,2016.0
n016h4,Ford,Ioniq Electric,1993.0
J535z7,Toyota,Wrangler,2004.0
e833F6,MAZDA,Grand Prix,2017.0
a707m3,Nissan,Land Cruiser,2006.0
k349f8,MAZDA,500 Abarth,2018.0
l796b6,GMC,Malibu,2003.0
M011g7,Ford,2500 Crew Cab,1999.0
r136d5,Ram,Mirage,2020.0
H989I7,Cadillac,Daytona,2018.0
b515r4,Volkswagen,Rio,2018.0
a006E5,Ram,Highlander,1997.0
X952V3,Chrysler,Grand Prix,1993.0
k289r9,Oldsmobile,Beretta,2007.0
r772l3,Mercury,Sebring,2018.0
r132C1,Mercedes-Benz,XK,2011.0
m750w2,Chevrolet,Silverado 2500 HD Crew Cab,2015.0
l300K4,Hyundai,M3,1993.0
L074g5,Toyota,Solara,1999.0
v645y6,Saturn,Celica,2020.0
t553Q8,Ford,STS,1995.0
r730w0,Chevrolet,Transit 350 HD Van,2007.0
t299y7,Chevrolet,TSX,2002.0
r302l8,Chrysler,Civic Type R,1999.0
b649U4,Chrysler,4Runner,2010.0
R519v5,MINI,Tribute,1993.0
U859V3,Lexus,SRX,2007.0
G834k0,Ford,Edge,1996.0
q583w9,Pontiac,V40,2000.0
y365u8,GMC,R-Class,2006.0
o566P4,GMC,S4,2005.0
v814D1,Kia,LS,2006.0
f287q8,Hyundai,Ranger Super Cab,2012.0
u321J4,Chevrolet,Acadia,2019.0
j058x0,Buick,B-Series Regular Cab,1999.0
y719Q3,Mercedes-Benz,Camry,2019.0
M340w0,Pontiac,Savana 1500 Cargo,2008.0
b894G5,Oldsmobile,E350 Super Duty Cargo,2009.0
p909D6,Mercedes-Benz,TrailBlazer,2000.0
b742n6,GMC,Grand Cherokee,2006.0
R361t1,Audi,Suburban 2500,2007.0
h152h6,Kia,Silverado 2500 HD Extended Cab,2017.0
m312I3,Kia,E350 Super Duty Passenger,1999.0
Q518Y3,Kia,S-Type,2008.0
r438Y3,Mitsubishi,Tribeca,1993.0
p139e7,Chevrolet,Bravada,2009.0
t950Q9,Ford,allroad,2017.0
P230S8,GMC,S10 Extended Cab,2018.0
N798Y5,Bentley,SRX,2006.0
x362W9,BMW,Mercedes-AMG SL,2003.0
e882n7,Chevrolet,CR-Z,2008.0
A757q9,Dodge,Corvette,1994.0
c207e4,Chevrolet,Odyssey,2006.0
E905B8,Toyota,Silverado 1500 Extended Cab,2017.0
Q971d3,Hyundai,500L,2000.0
H564M5,GMC,Z4,2007.0
h525U2,Mercedes-Benz,Talon,2020.0
z514g5,Isuzu,Clubman,2010.0
G592s6,GMC,Challenger,2016.0
d452h9,Ford,7 Series,2000.0
o371q5,Acura,Mirai,2006.0
J726H3,INFINITI,Land Cruiser,1999.0
S872i7,Aston Martin,Silverado 1500 Crew Cab,2013.0
R778N5,Mitsubishi,Savana 3500 Cargo,2002.0
e803T2,Mercedes-Benz,Navigator,2009.0
N567H6,Hyundai,Macan,2018.0
j609k5,Nissan,Canyon Crew Cab,2001.0
D429X2,Geo,Pathfinder,2008.0
N195o9,Bentley,Solstice,1998.0
i896L5,Toyota,Rainier,2009.0
g897z8,Pontiac,Avalanche,2018.0
K645Q7,Chevrolet,Yukon XL 1500,2000.0
i567F1,Eagle,Equinox,2003.0
V772l3,Chevrolet,Encore,1995.0
H152l9,Nissan,2500 Crew Cab,1993.0
o987J3,Mercury,E-Class,1994.0
N672H0,Porsche,F250 Super Duty Regular Cab,2010.0
Y448b1,Dodge,Prizm,1994.0
T746q0,GMC,Tacoma Xtracab,2013.0
